Year,Fächergruppe,Nationalität,Geschlecht,Units,Value
2019,"Rechts-, Wirtschafts-, Sozialwissenschaften",Ausländerinnen und Ausländer,Männer,%,14.1831238779174
2019,"Mathematik, Naturwissenschaften",Ausländerinnen und Ausländer,Männer,%,6.28366247755835
2019,"Humanmedizin, Gesundheitswissenschaften",Ausländerinnen und Ausländer,Männer,%,3.23159784560144
2019,"Agrar-, Forst-, Ernährungswissenschaften, Veterinärmedizin",Ausländerinnen und Ausländer,Männer,%,1.43626570915619
2019,"Ingenieurwissenschaften",Ausländerinnen und Ausländer,Männer,%,64.9910233393178
2019,"Kunst, Kunstwissenschaften",Ausländerinnen und Ausländer,Männer,%,5.38599640933573
2019,"Fächerguppen zusammen",Ausländerinnen und Ausländer,Männer,%,100
2020,"Geisteswissenschaften",Ausländerinnen und Ausländer,Männer,%,2.45775729646697
2020,"Sport",Ausländerinnen und Ausländer,Männer,%,0.768049155145929
2020,"Rechts-, Wirtschafts-, Sozialwissenschaften",Ausländerinnen und Ausländer,Männer,%,12.2887864823349
2020,"Mathematik, Naturwissenschaften",Ausländerinnen und Ausländer,Männer,%,9.98463901689708
2020,"Humanmedizin, Gesundheitswissenschaften",Ausländerinnen und Ausländer,Männer,%,3.68663594470046
2020,"Agrar-, Forst-, Ernährungswissenschaften, Veterinärmedizin",Ausländerinnen und Ausländer,Männer,%,2.1505376344086
2020,"Ingenieurwissenschaften",Ausländerinnen und Ausländer,Männer,%,63.7480798771121
2020,"Kunst, Kunstwissenschaften",Ausländerinnen und Ausländer,Männer,%,4.91551459293395
2020,"Fächerguppen zusammen",Ausländerinnen und Ausländer,Männer,%,100
2021,"Geisteswissenschaften",Ausländerinnen und Ausländer,Männer,%,7.31409995936611E-02
2021,"Sport",Ausländerinnen und Ausländer,Männer,%,4.06338886631451E-03
2021,"Rechts-, Wirtschafts-, Sozialwissenschaften",Ausländerinnen und Ausländer,Männer,%,0.329134498171475
2021,"Mathematik, Naturwissenschaften",Ausländerinnen und Ausländer,Männer,%,0.24380333197887
2021,"Humanmedizin, Gesundheitswissenschaften",Ausländerinnen und Ausländer,Männer,%,0.105648110524177
2021,"Agrar-, Forst-, Ernährungswissenschaften, Veterinärmedizin",Ausländerinnen und Ausländer,Männer,%,4.87606663957741E-02
2021,"Ingenieurwissenschaften",Ausländerinnen und Ausländer,Männer,%,1.97074360016254
2021,"Kunst, Kunstwissenschaften",Ausländerinnen und Ausländer,Männer,%,0.109711499390492
2021,"Fächerguppen zusammen",Ausländerinnen und Ausländer,Männer,%,100
2022,"Geisteswissenschaften",Ausländerinnen und Ausländer,Männer,%,8.14541713109835E-02
2022,"Sport",Ausländerinnen und Ausländer,Männer,%,
2022,"Rechts-, Wirtschafts-, Sozialwissenschaften",Ausländerinnen und Ausländer,Männer,%,0.355826116779559
2022,"Mathematik, Naturwissenschaften",Ausländerinnen und Ausländer,Männer,%,0.287233130412415
2022,"Humanmedizin, Gesundheitswissenschaften",Ausländerinnen und Ausländer,Männer,%,9.00282946068764E-02
2022,"Agrar-, Forst-, Ernährungswissenschaften, Veterinärmedizin",Ausländerinnen und Ausländer,Männer,%,5.57318014233045E-02
2022,"Ingenieurwissenschaften",Ausländerinnen und Ausländer,Männer,%,2.16925319386093
2022,"Kunst, Kunstwissenschaften",Ausländerinnen und Ausländer,Männer,%,0.175769527565806
2022,"Fächerguppen zusammen",Ausländerinnen und Ausländer,Männer,%,100
2013,"Geisteswissenschaften",Ausländerinnen und Ausländer,Frauen,%,18.6915887850467
2013,"Sport",Ausländerinnen und Ausländer,Frauen,%,0.311526479750779
2013,"Rechts-, Wirtschafts-, Sozialwissenschaften",Ausländerinnen und Ausländer,Frauen,%,31.4641744548287
2013,"Mathematik, Naturwissenschaften",Ausländerinnen und Ausländer,Frauen,%,8.8785046728972
2013,"Humanmedizin, Gesundheitswissenschaften",Ausländerinnen und Ausländer,Frauen,%,4.3613707165109
2013,"Agrar-, Forst-, Ernährungswissenschaften, Veterinärmedizin",Ausländerinnen und Ausländer,Frauen,%,3.42679127725857
2013,"Ingenieurwissenschaften",Ausländerinnen und Ausländer,Frauen,%,21.0280373831776
2013,"Kunst, Kunstwissenschaften",Ausländerinnen und Ausländer,Frauen,%,11.8380062305296
2013,"Fächerguppen zusammen",Ausländerinnen und Ausländer,Frauen,%,100
2014,"Geisteswissenschaften",Ausländerinnen und Ausländer,Frauen,%,14.7058823529412
2014,"Sport",Ausländerinnen und Ausländer,Frauen,%,0.196078431372549
2014,"Rechts-, Wirtschafts-, Sozialwissenschaften",Ausländerinnen und Ausländer,Frauen,%,34.1176470588235
2014,"Mathematik, Naturwissenschaften",Ausländerinnen und Ausländer,Frauen,%,12.5490196078431
2014,"Humanmedizin, Gesundheitswissenschaften",Ausländerinnen und Ausländer,Frauen,%,7.25490196078431
2014,"Agrar-, Forst-, Ernährungswissenschaften, Veterinärmedizin",Ausländerinnen und Ausländer,Frauen,%,1.56862745098039
2014,"Ingenieurwissenschaften",Ausländerinnen und Ausländer,Frauen,%,18.8235294117647
2014,"Kunst, Kunstwissenschaften",Ausländerinnen und Ausländer,Frauen,%,10.7843137254902
2014,"Fächerguppen zusammen",Ausländerinnen und Ausländer,Frauen,%,100
2015,"Geisteswissenschaften",Ausländerinnen und Ausländer,Frauen,%,15.0943396226415
2015,"Sport",Ausländerinnen und Ausländer,Frauen,%,0.377358490566038
2015,"Rechts-, Wirtschafts-, Sozialwissenschaften",Ausländerinnen und Ausländer,Frauen,%,32.8301886792453
2015,"Mathematik, Naturwissenschaften",Ausländerinnen und Ausländer,Frauen,%,10
2015,"Humanmedizin, Gesundheitswissenschaften",Ausländerinnen und Ausländer,Frauen,%,6.22641509433962
2015,"Agrar-, Forst-, Ernährungswissenschaften, Veterinärmedizin",Ausländerinnen und Ausländer,Frauen,%,2.83018867924528
2015,"Ingenieurwissenschaften",Ausländerinnen und Ausländer,Frauen,%,18.3018867924528
2015,"Kunst, Kunstwissenschaften",Ausländerinnen und Ausländer,Frauen,%,14.3396226415094
2015,"Fächerguppen zusammen",Ausländerinnen und Ausländer,Frauen,%,100
2016,"Geisteswissenschaften",Ausländerinnen und Ausländer,Frauen,%,10.1633393829401
2016,"Sport",Ausländerinnen und Ausländer,Frauen,%,0.362976406533575
2016,"Rechts-, Wirtschafts-, Sozialwissenschaften",Ausländerinnen und Ausländer,Frauen,%,37.2050816696915
2016,"Mathematik, Naturwissenschaften",Ausländerinnen und Ausländer,Frauen,%,9.43738656987296
2016,"Humanmedizin, Gesundheitswissenschaften",Ausländerinnen und Ausländer,Frauen,%,5.62613430127042
2016,"Agrar-, Forst-, Ernährungswissenschaften, Veterinärmedizin",Ausländerinnen und Ausländer,Frauen,%,3.26678765880218
2016,"Ingenieurwissenschaften",Ausländerinnen und Ausländer,Frauen,%,25.4083484573503
2016,"Kunst, Kunstwissenschaften",Ausländerinnen und Ausländer,Frauen,%,8.52994555353902
2016,"Fächerguppen zusammen",Ausländerinnen und Ausländer,Frauen,%,100
2017,"Geisteswissenschaften",Ausländerinnen und Ausländer,Frauen,%,10.6666666666667
2017,"Sport",Ausländerinnen und Ausländer,Frauen,%,0
2017,"Rechts-, Wirtschafts-, Sozialwissenschaften",Ausländerinnen und Ausländer,Frauen,%,36
2017,"Mathematik, Naturwissenschaften",Ausländerinnen und Ausländer,Frauen,%,7.23809523809524
2017,"Humanmedizin, Gesundheitswissenschaften",Ausländerinnen und Ausländer,Frauen,%,5.14285714285714
2017,"Agrar-, Forst-, Ernährungswissenschaften, Veterinärmedizin",Ausländerinnen und Ausländer,Frauen,%,4
2017,"Ingenieurwissenschaften",Ausländerinnen und Ausländer,Frauen,%,26.8571428571429
2017,"Kunst, Kunstwissenschaften",Ausländerinnen und Ausländer,Frauen,%,10.0952380952381
2017,"Fächerguppen zusammen",Ausländerinnen und Ausländer,Frauen,%,100
2018,"Geisteswissenschaften",Ausländerinnen und Ausländer,Frauen,%,12.3214285714286
2018,"Sport",Ausländerinnen und Ausländer,Frauen,%,0
2018,"Rechts-, Wirtschafts-, Sozialwissenschaften",Ausländerinnen und Ausländer,Frauen,%,37.5
2018,"Mathematik, Naturwissenschaften",Ausländerinnen und Ausländer,Frauen,%,6.60714285714286
2018,"Humanmedizin, Gesundheitswissenschaften",Ausländerinnen und Ausländer,Frauen,%,6.25
2018,"Agrar-, Forst-, Ernährungswissenschaften, Veterinärmedizin",Ausländerinnen und Ausländer,Frauen,%,2.32142857142857
2018,"Ingenieurwissenschaften",Ausländerinnen und Ausländer,Frauen,%,27.3214285714286
2018,"Kunst, Kunstwissenschaften",Ausländerinnen und Ausländer,Frauen,%,7.67857142857143
2018,"Fächerguppen zusammen",Ausländerinnen und Ausländer,Frauen,%,100
2019,"Geisteswissenschaften",Ausländerinnen und Ausländer,Frauen,%,10.7142857142857
2019,"Sport",Ausländerinnen und Ausländer,Frauen,%,0.680272108843537
2019,"Rechts-, Wirtschafts-, Sozialwissenschaften",Ausländerinnen und Ausländer,Frauen,%,35.2040816326531
2019,"Mathematik, Naturwissenschaften",Ausländerinnen und Ausländer,Frauen,%,8.50340136054422
2019,"Humanmedizin, Gesundheitswissenschaften",Ausländerinnen und Ausländer,Frauen,%,6.46258503401361
2019,"Agrar-, Forst-, Ernährungswissenschaften, Veterinärmedizin",Ausländerinnen und Ausländer,Frauen,%,3.74149659863946
2019,"Ingenieurwissenschaften",Ausländerinnen und Ausländer,Frauen,%,26.8707482993197
2019,"Kunst, Kunstwissenschaften",Ausländerinnen und Ausländer,Frauen,%,7.82312925170068
2019,"Fächerguppen zusammen",Ausländerinnen und Ausländer,Frauen,%,100
2020,"Geisteswissenschaften",Ausländerinnen und Ausländer,Frauen,%,10.8333333333333
2020,"Sport",Ausländerinnen und Ausländer,Frauen,%,
2020,"Rechts-, Wirtschafts-, Sozialwissenschaften",Ausländerinnen und Ausländer,Frauen,%,33
2020,"Mathematik, Naturwissenschaften",Ausländerinnen und Ausländer,Frauen,%,7.33333333333333
2020,"Humanmedizin, Gesundheitswissenschaften",Ausländerinnen und Ausländer,Frauen,%,4.66666666666667
2020,"Agrar-, Forst-, Ernährungswissenschaften, Veterinärmedizin",Ausländerinnen und Ausländer,Frauen,%,6.66666666666667
2020,"Ingenieurwissenschaften",Ausländerinnen und Ausländer,Frauen,%,27.8333333333333
2020,"Kunst, Kunstwissenschaften",Ausländerinnen und Ausländer,Frauen,%,9.66666666666667
2020,"Fächerguppen zusammen",Ausländerinnen und Ausländer,Frauen,%,100
2021,"Geisteswissenschaften",Ausländerinnen und Ausländer,Frauen,%,0.312880942706217
2021,"Sport",Ausländerinnen und Ausländer,Frauen,%,8.12677773262901E-03
2021,"Rechts-, Wirtschafts-, Sozialwissenschaften",Ausländerinnen und Ausländer,Frauen,%,0.869565217391304
2021,"Mathematik, Naturwissenschaften",Ausländerinnen und Ausländer,Frauen,%,0.251930109711499
2021,"Humanmedizin, Gesundheitswissenschaften",Ausländerinnen und Ausländer,Frauen,%,0.146281999187322
2021,"Agrar-, Forst-, Ernährungswissenschaften, Veterinärmedizin",Ausländerinnen und Ausländer,Frauen,%,8.93945550589191E-02
2021,"Ingenieurwissenschaften",Ausländerinnen und Ausländer,Frauen,%,0.719219829337668
2021,"Kunst, Kunstwissenschaften",Ausländerinnen und Ausländer,Frauen,%,0.186915887850467
2021,"Fächerguppen zusammen",Ausländerinnen und Ausländer,Frauen,%,100
2022,"Geisteswissenschaften",Ausländerinnen und Ausländer,Frauen,%,0.240075452285004
2022,"Sport",Ausländerinnen und Ausländer,Frauen,%,
2022,"Rechts-, Wirtschafts-, Sozialwissenschaften",Ausländerinnen und Ausländer,Frauen,%,0.947440624196176
2022,"Mathematik, Naturwissenschaften",Ausländerinnen und Ausländer,Frauen,%,0.235788390637057
2022,"Humanmedizin, Gesundheitswissenschaften",Ausländerinnen und Ausländer,Frauen,%,0.201491897453485
2022,"Agrar-, Forst-, Ernährungswissenschaften, Veterinärmedizin",Ausländerinnen und Ausländer,Frauen,%,0.107176541198662
2022,"Ingenieurwissenschaften",Ausländerinnen und Ausländer,Frauen,%,0.810254651461888
2022,"Kunst, Kunstwissenschaften",Ausländerinnen und Ausländer,Frauen,%,0.304381377004201
2022,"Fächerguppen zusammen",Ausländerinnen und Ausländer,Frauen,%,100
